,manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
1548,2,2,6,6,1,70950,11,30,4,333,4,9,2,30,20,3105
1549,3,2,6,6,4,81500,11,24,5,320,4,9,2,29,21,3916
1550,3,2,6,8,4,94600,11,24,5,445,4,9,2,26,17,3916
1551,11,2,7,5,1,48175,12,135,4,250,4,1,3,26,19,870
1552,11,2,5,4,3,43950,3,136,4,250,4,1,2,26,22,870
1553,2,1,5,4,3,44050,5,25,3,170,2,9,1,35,24,3105
1554,10,2,7,6,2,35160,8,55,5,261,4,6,1,21,15,2009
1555,4,2,7,6,4,32260,11,9,4,292,4,6,2,31,19,1013
1556,7,4,7,4,3,25445,2,6,4,184,4,7,1,35,26,586
1557,3,2,6,4,1,50750,5,11,3,240,2,9,3,33,21,3916
1558,11,2,7,4,3,45750,3,134,4,302,4,1,3,29,22,870
1559,10,2,7,4,3,20150,3,99,3,170,4,1,3,28,23,2009
1560,5,4,5,4,3,20000,3,20,4,160,4,1,1,34,25,819
1561,5,4,5,4,3,23395,12,19,4,160,4,6,1,33,25,819
1562,3,2,6,6,4,50150,11,7,3,335,4,9,3,33,25,3916
1563,7,2,7,4,3,23595,3,47,4,184,4,1,3,33,26,586
1564,9,1,6,4,1,38995,11,67,3,291,4,4,1,22,17,436
1565,11,2,7,5,1,35650,11,105,4,250,4,9,3,29,20,870
1566,10,2,7,4,3,22900,11,37,5,179,4,6,3,39,27,2009
1567,3,2,5,4,4,42150,7,11,5,248,2,9,3,34,23,3916
1568,6,1,6,8,4,198190,5,49,2,483,2,3,1,19,13,2774
1569,3,2,6,4,1,34950,11,7,3,180,4,9,3,35,23,3916
1570,8,2,6,8,1,160900,7,100,3,577,2,4,2,23,15,617
1571,9,2,7,4,2,24195,3,88,3,148,4,1,1,30,24,436
1572,3,2,5,6,4,48300,11,12,5,320,4,9,3,32,21,3916
1573,10,2,7,4,3,20410,11,117,4,130,4,6,3,38,29,2009
1574,3,2,6,8,1,94200,11,23,5,445,4,9,2,24,15,3916
1575,4,2,7,6,1,44895,11,9,3,292,4,6,2,27,18,1013
1576,3,2,6,4,1,35100,3,127,5,228,4,1,1,31,22,3916
1577,1,1,6,4,4,65900,5,14,4,237,2,9,1,34,24,113
1578,10,4,7,4,4,22860,9,55,5,152,4,6,1,23,19,2009
1579,10,4,7,4,3,16990,11,117,5,130,4,6,3,35,27,2009
1580,9,2,7,4,3,18595,11,66,4,148,4,6,1,35,27,436
1581,3,4,6,6,4,51700,7,70,5,365,2,4,1,26,18,3916
1582,7,2,7,4,3,26595,2,6,3,184,4,7,1,37,27,586
1583,2,2,6,6,1,60100,11,29,3,310,4,9,3,27,18,3105
1584,11,2,7,4,3,36800,11,105,5,240,4,9,3,36,25,870
1585,10,2,5,4,3,21990,11,117,5,188,4,6,3,33,27,2009
1586,9,4,6,4,1,34495,11,67,3,291,4,4,1,23,17,436
1587,10,2,7,6,4,23750,8,55,3,261,4,6,1,22,16,2009
1588,3,2,6,6,4,56950,5,11,4,300,2,9,3,31,20,3916
1589,11,2,7,4,1,49450,12,123,4,302,4,9,3,31,22,870
1590,7,4,7,4,3,14720,2,3,1,100,4,7,1,35,29,586
1591,9,4,7,4,3,17795,11,66,5,148,4,6,1,33,24,436
1592,2,2,5,4,1,42700,12,139,4,220,4,9,3,28,21,3105
1593,7,2,7,4,3,23795,11,6,3,155,4,6,1,41,30,586
1594,10,2,7,6,3,42870,10,94,2,260,4,6,1,25,19,2009
1595,10,1,6,6,1,149990,7,64,4,600,2,4,3,22,16,2009
1596,10,2,7,4,3,23040,3,98,3,170,4,1,3,33,26,2009
1597,10,2,7,6,3,29830,3,90,4,260,4,1,2,27,20,2009
1598,3,2,1,6,1,57700,3,130,3,255,4,1,3,31,24,3916
1599,3,4,6,6,4,56950,5,138,2,300,2,9,1,26,19,3916
1600,10,4,6,6,4,37970,7,10,3,332,2,8,1,26,18,2009
1601,10,2,7,4,3,17980,2,126,5,109,4,7,1,39,31,2009
1602,1,1,6,4,4,55900,7,14,4,237,2,9,1,34,24,113
1603,10,2,7,4,3,16380,2,126,4,109,4,7,1,40,31,2009
1604,10,2,7,6,4,24520,9,55,4,261,4,6,1,22,16,2009
1605,9,2,7,3,3,15995,2,82,5,78,4,7,1,43,37,436
1606,10,2,7,8,4,44900,3,38,5,390,4,6,2,19,14,2009
1607,2,2,6,6,1,47700,3,93,2,280,4,1,2,22,16,3105
1608,8,2,6,8,4,68925,5,113,2,415,2,4,1,28,19,617
1609,8,2,6,8,1,93850,3,63,5,449,4,1,2,18,14,617
1610,7,2,7,4,1,24195,3,47,3,155,4,1,3,31,25,586
1611,11,2,7,5,1,43400,11,105,4,250,4,9,3,29,20,870
1612,7,2,7,4,3,17050,2,3,1,100,4,7,1,34,28,586
1613,3,2,5,6,1,46450,7,4,5,335,2,4,1,31,21,3916
1614,2,1,5,4,3,40850,5,25,5,186,2,9,1,34,25,3105
1615,11,2,7,6,1,47200,3,134,3,325,4,1,3,24,17,870
1616,9,1,6,4,1,38195,11,67,2,291,4,4,1,22,17,436
1617,8,2,6,4,3,32400,11,44,5,208,4,9,3,38,26,617
1618,3,2,1,4,1,42450,3,128,4,180,4,1,3,34,27,3916
1619,10,2,7,8,4,49650,3,38,5,390,4,6,2,19,14,2009
1620,10,4,7,6,4,23900,8,55,5,261,4,6,1,22,16,2009
1621,8,2,6,6,4,66900,11,45,4,329,4,9,3,30,20,617
1622,11,2,7,4,3,43900,3,134,3,240,4,1,3,31,24,870
1623,10,2,7,6,4,22940,3,137,1,261,4,6,3,22,16,2009
1624,7,4,5,4,4,26905,5,77,3,167,2,10,1,28,21,586
1625,10,2,6,6,4,43290,7,10,5,350,2,4,1,26,19,2009
1626,11,2,7,5,1,44850,12,124,4,250,4,1,3,28,20,870
1627,10,2,7,6,4,24630,8,55,3,261,4,6,1,22,16,2009
1628,10,2,6,6,4,41820,5,10,5,332,2,8,1,25,18,2009
1629,4,2,4,4,3,23950,11,5,3,184,4,5,3,36,23,1013
1630,3,2,6,8,1,72900,3,132,3,445,4,1,3,22,15,3916
1631,10,2,6,6,4,39270,7,10,3,332,2,8,1,26,19,2009
1632,9,2,7,4,3,18495,2,68,1,148,4,7,1,32,24,436
1633,8,2,6,12,4,224650,11,100,4,621,4,4,2,20,13,617
1634,10,2,7,6,2,38100,3,90,4,260,4,1,2,26,19,2009
1635,3,4,6,6,4,37200,5,1,1,230,2,9,1,28,19,3916
1636,8,4,6,4,4,43950,5,113,3,201,2,9,1,32,22,617
1637,7,4,7,4,3,21945,11,21,5,184,4,6,3,34,24,586
1638,11,2,5,4,1,49800,3,136,4,316,4,1,2,25,20,870
1639,10,2,7,6,3,27990,11,37,4,270,4,10,3,32,22,2009
1640,10,2,7,4,3,15430,2,126,3,109,4,7,1,40,31,2009
1641,10,2,5,6,3,40040,11,78,5,300,4,8,3,30,21,2009
1642,3,2,1,4,4,39850,11,7,4,180,4,2,3,42,32,3916
1643,7,2,5,4,4,31270,5,77,4,155,2,10,1,36,27,586
1644,7,4,7,4,3,21395,3,47,2,155,4,1,3,35,26,586
1645,3,2,6,8,1,68600,11,16,4,443,4,9,2,25,16,3916
1646,8,2,1,4,4,52650,11,52,4,195,4,2,3,42,28,617
1647,5,2,5,4,3,17485,5,18,5,101,2,6,1,33,27,819
1648,10,2,7,8,4,57590,3,38,5,390,4,6,2,19,14,2009
1649,10,2,7,8,2,34760,8,121,2,317,4,5,2,17,12,2009
1650,8,2,6,6,4,53350,7,52,3,329,2,9,3,29,20,617
1651,7,4,5,4,4,27550,5,77,3,167,2,10,1,28,21,586
1652,3,1,6,8,4,120000,5,75,5,560,2,4,3,22,15,3916
1653,3,4,6,6,4,31500,7,1,1,230,2,9,1,28,19,3916
1654,11,2,7,6,1,47050,3,134,4,300,4,1,3,23,17,870
1655,2,2,6,4,3,42900,11,26,3,220,4,9,3,32,24,3105
1656,3,2,6,8,4,87300,11,24,3,445,4,9,2,25,17,3916
1657,5,4,5,4,3,22495,1,18,3,160,2,7,1,34,28,819
1658,8,2,5,4,1,41150,3,59,5,241,4,1,3,28,21,617
1659,3,2,6,6,4,47950,11,12,4,300,4,9,3,31,20,3916
1660,4,2,4,4,3,27795,11,5,4,184,4,5,3,36,23,1013
1661,10,2,7,6,3,27990,11,37,5,270,4,10,3,32,22,2009
1662,5,2,5,4,3,15990,1,18,5,101,2,7,1,33,27,819
1663,11,2,7,4,3,43450,11,109,4,240,4,9,3,37,25,870
1664,11,2,7,5,1,37450,12,123,3,250,4,9,3,29,20,870
1665,10,2,7,6,3,39000,3,84,3,260,4,1,3,28,21,2009
1666,8,2,6,6,1,54500,3,60,5,302,4,1,3,22,18,617
1667,3,2,6,8,4,87400,7,22,3,445,2,9,3,25,17,3916
1668,8,2,6,4,1,34400,11,44,5,208,4,9,3,32,23,617
1669,10,2,7,6,3,32810,3,90,3,260,4,1,2,27,20,2009
1670,8,2,6,6,1,69400,11,45,4,329,4,9,3,26,19,617
1671,8,2,6,6,1,57050,7,52,5,329,2,9,3,28,20,617
1672,8,2,6,8,1,176400,5,100,5,577,2,4,2,22,14,617
1673,10,2,7,8,2,34790,9,121,3,317,4,5,2,17,12,2009
1674,9,2,7,4,2,25695,3,88,5,168,4,1,1,27,22,436
1675,4,2,7,6,4,42690,11,9,4,292,4,10,2,31,19,1013
1676,5,2,5,4,3,24795,12,19,4,160,4,6,1,30,22,819
1677,5,4,5,4,3,21880,12,19,4,160,4,6,1,33,25,819
1678,5,4,5,4,3,20345,5,18,3,101,2,6,1,34,28,819
1679,8,2,1,6,1,63600,3,57,4,240,4,1,2,26,19,617
1680,7,2,7,4,3,17995,11,6,3,155,4,6,1,41,30,586
1681,3,2,6,6,4,78000,11,24,3,315,4,9,2,29,19,3916
1682,9,2,7,4,3,22495,3,88,4,168,4,1,1,28,23,436
1683,4,2,4,6,3,41995,10,122,2,283,4,5,3,25,17,1013
1684,2,2,6,6,1,57400,11,29,4,333,4,9,3,30,20,3105
1685,10,2,7,8,4,31790,9,121,2,317,4,5,2,18,13,2009
1686,10,2,7,4,3,16380,2,126,5,109,4,7,1,39,31,2009
1687,10,2,6,6,4,34870,7,10,3,332,2,8,1,26,19,2009
1688,3,2,6,8,1,97400,11,24,4,445,4,9,2,25,16,3916
1689,10,4,7,6,2,28910,8,55,4,261,4,6,1,21,16,2009
1690,2,1,6,6,1,49800,11,102,3,333,4,4,3,28,18,3105
1691,2,1,6,4,1,41100,11,101,3,292,4,4,1,31,23,3105
1692,11,2,5,4,1,45950,3,136,4,250,4,1,2,25,22,870
1693,7,2,7,4,1,21210,3,46,5,146,4,1,1,32,27,586
1694,3,2,5,6,4,44450,7,4,5,335,2,4,1,32,21,3916
1695,2,2,6,8,1,108900,11,97,4,560,4,4,2,25,15,3105
1696,2,1,5,4,3,37600,5,25,5,186,2,9,1,34,25,3105
1697,2,2,5,4,1,40700,3,91,4,200,4,1,1,28,20,3105
1698,8,2,6,6,1,64850,11,52,3,329,4,9,3,28,20,617
1699,10,2,7,4,3,24490,3,98,3,170,4,1,3,33,26,2009
1700,11,2,7,5,1,43700,11,105,4,250,4,9,3,28,20,870
1701,2,2,6,6,1,46000,3,92,4,272,4,1,3,26,18,3105
1702,10,2,7,8,2,38170,9,121,3,317,4,5,2,17,12,2009
1703,10,2,7,6,3,26220,10,94,2,260,4,6,1,25,19,2009
1704,3,2,6,6,4,60600,3,132,4,300,4,1,3,25,18,3916
1705,3,2,1,4,1,41000,11,7,3,180,4,2,3,43,31,3916
1706,9,2,7,4,1,24995,3,87,4,166,4,1,3,31,25,436
1707,3,2,6,6,4,77600,7,22,5,315,2,9,3,30,21,3916
1708,11,2,7,6,1,51050,3,134,3,325,4,1,3,24,17,870
1709,9,2,7,4,2,22695,3,88,4,168,4,1,1,27,22,436
1710,6,1,6,8,4,257412,5,13,1,562,2,3,1,17,13,2774
1711,3,4,6,4,4,49700,5,138,4,240,2,9,1,34,22,3916
1712,2,2,6,8,1,91500,11,31,5,450,4,9,2,29,18,3105
1713,4,2,4,4,3,21995,11,5,3,184,4,5,3,36,23,1013
1714,10,2,7,8,4,42680,3,38,2,317,4,5,2,19,13,2009
1715,3,2,6,8,1,94000,11,24,3,445,4,9,2,24,16,3916
1716,11,2,7,4,1,41700,12,124,5,240,4,1,3,30,22,870
1717,10,4,6,6,4,33570,7,10,4,332,2,8,1,26,18,2009
1718,3,4,6,4,4,32850,7,4,4,240,2,9,1,34,22,3916
1719,8,1,6,4,1,49580,3,58,4,375,4,1,1,29,22,617
1720,8,2,6,4,1,49950,11,44,5,375,4,4,3,30,23,617
1721,3,2,6,6,1,47800,11,12,3,300,4,9,3,31,20,3916
1722,10,4,5,4,3,21990,11,117,5,188,4,6,3,32,26,2009
1723,11,2,7,4,3,40550,12,135,4,240,4,1,3,31,23,870
1724,3,2,6,4,4,32850,7,4,4,240,2,9,1,35,23,3916
1725,10,2,5,4,1,22100,2,65,3,188,4,1,1,31,26,2009
1726,10,2,7,4,3,18860,12,51,1,122,4,6,1,31,27,2009
1727,3,2,6,6,1,80600,7,22,5,315,2,9,3,28,19,3916
1728,10,2,7,8,4,37590,3,38,2,317,4,5,2,19,13,2009
1729,3,2,5,4,1,44150,7,11,5,248,2,9,3,33,23,3916
1730,10,2,7,6,4,23610,9,55,3,261,4,6,1,22,16,2009
1731,3,2,6,4,1,42750,7,11,3,240,2,9,3,33,22,3916
1732,10,2,7,6,1,31340,3,84,5,260,4,1,3,28,21,2009
1733,9,4,7,4,3,17395,11,66,3,148,4,6,1,34,25,436
1734,2,2,1,6,1,64900,3,93,2,240,4,1,2,28,19,3105
1735,3,3,2,0,4,43600,2,140,5,170,4,7,1,106,129,3916
1736,10,2,7,6,1,31340,3,84,4,260,4,1,3,28,21,2009
1737,3,1,6,6,4,66350,5,138,4,335,2,9,1,24,17,3916
1738,4,2,7,6,3,34495,10,89,5,287,4,6,3,28,18,1013
1739,2,2,6,4,1,42750,3,92,4,220,4,1,3,28,20,3105
1740,8,2,6,4,4,47000,5,113,4,241,2,9,1,32,25,617
1741,8,2,6,4,4,39050,11,40,3,241,4,9,3,34,25,617
1742,5,4,5,4,3,21295,1,18,4,101,2,7,1,40,31,819
1743,2,2,3,4,1,48600,5,28,5,220,2,5,3,21,15,3105
1744,10,2,7,6,3,26530,10,94,3,260,4,6,1,27,20,2009
1745,5,4,5,4,3,19495,12,19,4,160,4,6,1,33,25,819
1746,10,4,7,6,4,23000,8,55,4,261,4,6,1,22,17,2009
1747,8,1,6,4,1,34500,3,58,4,208,4,1,1,32,24,617
1748,2,2,6,4,3,37600,11,26,3,220,4,9,3,32,24,3105
1749,9,2,7,4,3,22695,3,88,5,168,4,1,1,28,23,436
1750,2,4,6,6,1,54000,11,102,2,333,4,4,3,26,17,3105
1751,8,2,6,6,1,50800,11,40,4,362,4,4,3,29,21,617
1752,9,2,7,4,1,19995,11,66,4,168,4,6,1,31,23,436
1753,2,1,5,4,3,45450,5,25,4,170,2,9,1,35,24,3105
1754,8,2,6,12,4,162000,7,43,2,510,2,9,2,18,12,617
1755,7,2,7,4,3,23445,2,6,5,184,4,7,1,35,26,586
1756,10,4,7,6,2,28560,8,55,3,261,4,6,1,21,16,2009
1757,8,2,6,12,4,219850,5,111,5,621,2,4,1,21,14,617
1758,7,2,7,4,3,18895,11,6,4,155,4,6,1,41,30,586
1759,10,1,5,6,1,111510,7,64,3,545,2,8,3,23,16,2009
1760,9,2,7,4,2,25395,3,88,4,168,4,1,1,27,22,436
1761,8,2,6,8,1,119450,3,57,4,550,4,1,2,17,13,617
1762,3,2,6,8,4,91000,11,24,3,445,4,9,2,25,16,3916
1763,11,2,7,4,3,41450,3,134,3,302,4,1,3,30,22,870
1764,10,2,5,6,3,37770,11,78,4,300,4,8,3,30,22,2009
1765,11,2,7,5,1,39600,12,123,4,250,4,9,3,29,20,870
1766,6,1,6,8,4,291744,7,13,3,597,2,3,1,17,13,2774
1767,10,2,7,6,2,31980,3,90,5,284,4,1,2,26,19,2009
1768,10,2,7,6,1,34400,3,84,4,260,4,1,3,28,21,2009
1769,2,1,5,4,1,33200,11,25,3,220,4,9,1,33,24,3105
1770,10,4,7,6,2,30590,3,137,3,261,4,6,3,20,15,2009
1771,11,2,7,4,3,44050,3,134,3,302,4,1,3,30,22,870
1772,3,1,6,8,4,111900,7,75,3,560,2,4,3,20,14,3916
1773,10,2,7,4,3,21710,4,86,3,131,4,6,1,26,24,2009
1774,2,2,1,6,1,55600,3,92,4,240,4,1,3,31,24,3105
1775,7,2,7,4,3,24195,11,6,5,184,4,10,3,36,27,586
1776,8,1,6,8,4,208000,5,114,2,583,2,3,1,19,13,617
1777,7,4,7,4,3,19595,11,6,3,155,4,6,1,41,29,586
1778,7,2,7,4,3,19495,11,6,3,155,4,6,1,41,30,586
1779,11,2,7,4,1,45350,12,124,5,240,4,1,3,30,22,870
1780,3,2,6,8,1,99200,5,22,4,445,2,9,3,24,15,3916
1781,2,2,1,6,1,58700,11,29,3,240,4,2,3,38,24,3105
1782,10,2,7,6,2,27350,3,137,2,261,4,6,3,20,15,2009
1783,7,2,7,6,3,29985,3,48,3,273,4,1,2,24,17,586
1784,2,2,6,4,1,41500,7,28,4,220,2,9,3,31,22,3105
1785,10,4,6,6,4,41990,7,10,5,350,2,4,1,26,18,2009
1786,2,1,6,8,1,70900,11,104,4,450,4,4,3,27,18,3105
1787,8,2,6,8,1,97250,3,69,2,518,4,1,3,17,13,617
1788,11,2,7,6,1,42650,3,134,4,300,4,1,3,23,17,870
1789,8,2,6,8,1,116600,7,43,2,429,2,9,2,24,15,617
1790,10,2,5,4,3,20250,2,65,5,188,4,1,1,32,28,2009
1791,10,2,7,6,4,31710,8,55,4,261,4,6,1,22,16,2009
1792,8,2,6,6,4,52300,11,52,3,302,4,9,3,29,20,617
1793,2,1,1,4,3,33200,11,25,4,150,4,2,1,43,31,3105
1794,7,2,7,4,1,26215,3,47,3,184,4,1,3,30,24,586
1795,10,4,6,6,4,37970,7,10,4,332,2,8,1,26,18,2009
1796,3,2,6,6,4,48750,5,4,4,320,2,4,1,31,20,3916
1797,3,2,6,8,4,64900,11,16,3,443,4,9,2,25,17,3916
1798,3,2,6,4,4,48750,5,11,3,240,2,9,3,34,23,3916
1799,2,2,1,6,1,68300,11,30,3,240,4,2,2,38,24,3105
1800,2,2,6,6,1,45400,3,92,3,272,4,1,3,26,18,3105
1801,7,2,7,4,1,23210,3,46,5,146,4,1,1,32,27,586
1802,8,2,6,6,1,50800,3,69,3,302,4,1,3,22,17,617
1803,2,1,5,4,3,34450,11,25,5,186,4,9,1,35,26,3105
1804,2,1,6,8,1,75300,11,104,4,450,4,4,3,27,18,3105
1805,2,2,5,4,1,49800,11,29,5,252,4,9,3,32,22,3105
1806,7,4,7,4,3,17845,11,6,5,155,4,6,3,37,27,586
1807,10,2,7,6,2,28050,8,55,3,261,4,6,1,21,15,2009
1808,3,2,6,8,1,91700,7,22,4,445,2,9,3,25,16,3916
1809,8,2,6,12,4,169050,11,100,4,523,4,9,2,21,12,617
1810,4,2,7,6,4,38070,11,9,3,292,4,6,2,31,19,1013
1811,10,2,7,6,2,28380,8,55,4,261,4,6,1,21,15,2009
1812,8,2,6,8,1,163150,7,100,4,577,2,4,2,23,15,617
1813,7,2,7,4,1,41970,3,48,4,227,4,1,2,27,21,586
1814,3,2,6,4,1,43850,7,11,4,240,2,9,3,34,22,3916
1815,2,2,5,4,3,32500,3,91,3,200,4,1,1,29,20,3105
1816,11,2,7,6,1,45150,12,123,3,325,4,9,3,28,19,870
1817,3,2,6,6,4,48150,7,11,4,300,2,9,3,31,20,3916
1818,10,2,7,8,2,45580,3,38,2,317,4,5,2,18,12,2009
1819,7,2,7,4,3,20645,11,6,3,155,4,6,1,41,30,586
1820,7,2,7,4,3,22995,11,21,4,184,4,6,3,38,26,586
1821,11,2,7,5,1,41350,3,134,4,250,4,1,3,26,19,870
1822,3,2,1,4,4,39000,11,7,3,180,4,2,3,45,32,3916
1823,9,2,7,4,2,24995,3,88,3,168,4,1,1,26,23,436
1824,2,4,6,10,1,173500,7,95,3,550,2,9,1,19,12,3105
1825,3,2,6,6,1,63200,2,17,4,300,4,7,2,26,18,3916
1826,2,1,6,6,1,56100,11,102,4,333,4,4,3,28,18,3105
1827,8,2,1,6,1,51270,3,69,1,240,4,1,3,28,20,617
1828,2,2,6,6,1,69750,11,30,3,310,4,9,2,28,18,3105
1829,10,2,7,6,2,32580,9,55,5,261,4,6,1,21,15,2009
1830,2,1,5,4,1,49250,5,25,5,220,2,9,1,34,25,3105
1831,3,2,5,6,4,48500,7,11,5,320,2,9,3,32,21,3916
1832,10,4,6,6,4,37070,7,10,5,332,2,8,1,26,18,2009
