manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,29640,Extended Cab Pickup,Titan,2015,317,4,Flex Fuel,Large,18,13,2009
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,14945,4dr Hatchback,Mirage,2015,74,4,Hatchback,Compact,44,37,436
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21240,Passenger Minivan,5,2015,157,4,Generic,Compact,28,21,586
Mercedes-Benz,AUTOMATIC,diesel,4,all wheel drive,38980,4dr SUV,GLK-Class,2014,200,4,Crossover,Midsize,33,24,617
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,18160,Sedan,Sentra,2016,130,4,Generic,Midsize,40,30,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,42900,Coupe,TT,2016,220,2,Luxury,Compact,30,23,3105
BMW,AUTOMATIC,premium unleaded (recommended),6,all wheel drive,59300,Convertible,4 Series,2017,320,2,Luxury,Midsize,30,20,3916
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,37580,Extended Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,17,12,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,41275,Sedan,C-Class,2016,241,4,Luxury,Midsize,31,24,617
Volvo,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,49350,4dr SUV,XC90,2016,250,4,Crossover,Large,26,22,870
Nissan,AUTOMATIC,regular unleaded,4,all wheel drive,30080,4dr SUV,Rogue,2016,170,4,Crossover,Midsize,32,25,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,32800,4dr SUV,Murano,2016,260,4,Crossover,Midsize,28,21,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,42350,Sedan,A4,2017,252,4,Luxury,Midsize,31,24,3105
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,25840,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,22,16,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22300,Sedan,Altima,2015,182,4,Generic,Midsize,38,27,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,27395,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,27,22,436
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,28750,Crew Cab Pickup,Frontier,2017,261,4,Generic,Compact,21,15,2009
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,52250,Sedan,5 Series,2015,241,4,Luxury,Large,33,22,3916
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,31640,4dr SUV,Xterra,2015,261,4,Generic,Midsize,20,15,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,all wheel drive,31785,Sedan,200,2016,295,4,Flex Fuel,Midsize,29,18,1013
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,201500,Coupe,SLS AMG GT,2014,583,2,Exotic,Compact,19,13,617
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,61900,4dr SUV,X6,2015,300,4,Crossover,Midsize,27,18,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,22245,4dr Hatchback,3,2017,155,4,Hatchback,Compact,37,28,586
Nissan,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,111510,Coupe,GT-R,2016,545,2,High-Performance,Midsize,22,16,2009
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,28665,Convertible,MX-5 Miata,2014,167,2,Performance,Compact,28,21,586
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,41055,Sedan,300,2016,292,4,Generic,Large,27,18,1013
Audi,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,31800,4dr SUV,Q3,2017,200,4,Crossover,Compact,28,20,3105
Mitsubishi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,29495,Sedan,Lancer,2015,237,4,Performance,Compact,25,18,436
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,96100,4dr SUV,M-Class,2013,518,4,Crossover,Midsize,17,13,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,108840,4dr SUV,GLE-Class,2017,577,4,Crossover,Midsize,17,13,617
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,84300,Sedan,ActiveHybrid 7,2013,350,4,Luxury,Large,30,22,3916
Mercedes-Benz,AUTOMATIC,diesel,4,rear wheel drive,52650,Sedan,E-Class,2016,195,4,Diesel,Midsize,42,28,617
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21495,Sedan,3,2017,155,4,Generic,Midsize,37,28,586
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,37500,Sedan,3 Series,2015,240,4,Luxury,Midsize,35,23,3916
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,39100,4dr SUV,X1,2015,300,4,Crossover,Midsize,27,18,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,18295,Sedan,Lancer,2015,148,4,Generic,Compact,34,26,436
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,21395,Convertible,500,2016,101,2,Generic,Compact,40,31,819
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,52000,Convertible,4 Series,2016,240,2,Luxury,Midsize,33,21,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,25460,Sedan,Altima,2017,179,4,Generic,Midsize,39,27,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,21945,4dr Hatchback,Lancer Sportback,2014,168,4,Hatchback,Compact,29,22,436
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,25995,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,28,23,436
Mercedes-Benz,MANUAL,premium unleaded (required),4,rear wheel drive,43525,Convertible,SLK-Class,2014,201,2,Luxury,Compact,32,22,617
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,48100,Convertible,370Z,2017,332,2,High-Performance,Compact,24,17,2009
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,38555,Sedan,300,2016,292,4,Generic,Large,31,19,1013
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,65900,Sedan,A7,2015,310,4,Luxury,Large,28,18,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,21330,Cargo Minivan,NV200,2017,131,4,Generic,Compact,26,24,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,35750,Wagon,V60,2015,240,4,Luxury,Midsize,37,25,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,41850,Sedan,C-Class,2017,241,4,Luxury,Midsize,31,24,617
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,42070,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,27,20,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,50200,Sedan,S4,2016,333,4,Factory Tuner,Midsize,28,18,3105
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,38850,4dr SUV,XC60,2015,240,4,Crossover,Midsize,31,24,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,160300,Coupe,CL-Class,2013,510,2,Luxury,Large,18,12,617
Audi,AUTOMATIC,diesel,6,all wheel drive,47500,4dr SUV,Q5,2015,240,4,Crossover,Midsize,31,24,3105
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,39180,4dr SUV,Murano,2017,260,4,Crossover,Midsize,28,21,2009
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,53300,4dr SUV,SQ5,2017,354,4,Crossover,Midsize,24,17,3105
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,99500,Convertible,6 Series,2017,445,2,Luxury,Midsize,24,15,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,24195,4dr SUV,Outlander Sport,2017,168,4,Crossover,Compact,28,23,436
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,25395,4dr Hatchback,3,2015,184,4,Hatchback,Compact,37,27,586
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,41350,4dr SUV,XC60,2016,302,4,Crossover,Midsize,29,22,870
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,50000,Convertible,4 Series,2016,240,2,Luxury,Midsize,34,23,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,41675,Sedan,C-Class,2017,241,4,Luxury,Midsize,34,24,617
Audi,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,33700,4dr SUV,Q3,2016,200,4,Crossover,Compact,29,20,3105
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,57200,4dr SUV,XC90,2017,316,4,Crossover,Large,25,20,870
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,34140,Crew Cab Pickup,Titan,2015,317,4,Flex Fuel,Large,18,13,2009
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),12,rear wheel drive,319995,Coupe,F12 Berlinetta,2015,731,2,Exotic,Midsize,16,11,2774
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,17495,2dr Hatchback,500,2015,101,2,Hatchback,Compact,40,31,819
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,33300,Sedan,S60,2015,240,4,Luxury,Midsize,37,25,870
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,24470,Sedan,Altima,2017,179,4,Generic,Midsize,37,26,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,29560,4dr SUV,Murano,2015,260,4,Crossover,Midsize,28,21,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,55600,Sedan,E-Class,2016,302,4,Luxury,Midsize,28,20,617
Nissan,MANUAL,regular unleaded,4,rear wheel drive,21970,Extended Cab Pickup,Frontier,2015,152,4,Generic,Compact,23,19,2009
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,45550,4dr SUV,XC60,2015,300,4,Crossover,Midsize,24,17,870
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,21500,Sedan,Sentra,2017,124,4,Generic,Midsize,37,29,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,106550,Sedan,CLS-Class,2015,577,4,Factory Tuner,Midsize,22,16,617
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,27720,4dr SUV,Xterra,2015,261,4,Generic,Midsize,20,15,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,28950,Cargo Minivan,Metris,2016,208,3,Luxury,Large,24,21,617
Audi,AUTOMATED_MANUAL,diesel,4,front wheel drive,35900,Sedan,A3,2016,150,4,Diesel,Compact,43,31,3105
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,33320,4dr SUV,CX-9,2016,227,4,Crossover,Large,27,21,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,131200,Coupe,AMG GT,2017,503,2,Exotic,Compact,22,16,617
FIAT,AUTOMATIC,regular unleaded,4,front wheel drive,27335,4dr SUV,500X,2016,180,4,Crossover,Compact,31,22,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,95650,Sedan,S-Class,2016,449,4,Luxury,Large,26,17,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,44650,Coupe,C-Class,2017,241,2,Luxury,Midsize,31,24,617
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,18710,4dr Hatchback,Versa Note,2017,109,4,Hatchback,Compact,39,31,2009
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,15195,Sedan,Mirage G4,2017,78,4,Generic,Compact,42,35,436
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,49900,Sedan,A6,2016,252,4,Luxury,Midsize,35,24,3105
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,58800,4dr SUV,Q7,2017,333,4,Crossover,Large,25,19,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,189900,Coupe,R8,2017,610,2,Luxury,Compact,22,14,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,73200,Sedan,CLS-Class,2015,402,4,Luxury,Midsize,26,17,617
BMW,AUTOMATED_MANUAL,premium unleaded (required),6,rear wheel drive,133205,Coupe,M4 GTS,2016,493,2,Factory Tuner,Midsize,23,16,3916
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,38100,Wagon,V60,2017,240,4,Luxury,Midsize,36,25,870
Audi,AUTOMATED_MANUAL,premium unleaded (required),10,all wheel drive,199900,Coupe,R8,2015,570,2,Luxury,Compact,22,13,3105
Nissan,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,109990,Coupe,GT-R,2017,565,2,High-Performance,Midsize,22,16,2009
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,34850,Coupe,2 Series,2016,240,2,Luxury,Compact,35,23,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21095,Sedan,3,2016,155,4,Generic,Compact,41,30,586
FIAT,AUTOMATIC,regular unleaded,4,front wheel drive,23335,4dr SUV,500X,2016,180,4,Crossover,Compact,31,22,819
Nissan,MANUAL,regular unleaded,4,front wheel drive,14180,4dr Hatchback,Versa Note,2015,109,4,Hatchback,Compact,36,27,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,86950,Convertible,SL-Class,2017,362,2,Luxury,Compact,28,20,617
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,39300,Convertible,A3,2016,170,2,Luxury,Compact,35,24,3105
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,37900,4dr SUV,Pathfinder,2015,260,4,Crossover,Large,26,19,2009
Nissan,MANUAL,premium unleaded (required),4,front wheel drive,28020,4dr Hatchback,Juke,2016,211,4,Crossover,Compact,31,25,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,109300,4dr SUV,GLE-Class Coupe,2016,577,4,Crossover,Midsize,18,14,617
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,263553,Convertible,458 Italia,2015,562,2,Exotic,Compact,17,13,2774
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,13490,Sedan,Versa,2015,109,4,Generic,Compact,35,26,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,65200,Sedan,C-Class,2017,469,4,Factory Tuner,Midsize,24,18,617
Nissan,MANUAL,regular unleaded,4,rear wheel drive,17990,Extended Cab Pickup,Frontier,2015,152,4,Generic,Compact,23,19,2009
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,42650,Wagon,3 Series,2016,240,4,Luxury,Midsize,34,22,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,23195,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,33,26,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,74850,Sedan,CLS-Class,2017,402,4,Luxury,Midsize,26,18,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,39090,4dr SUV,GLK-Class,2013,302,4,Crossover,Midsize,24,19,617
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,36600,4dr SUV,XC60,2016,240,4,Crossover,Midsize,31,23,870
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,53800,4dr SUV,XC90,2016,316,4,Crossover,Large,25,20,870
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,49650,4dr Hatchback,3 Series Gran Turismo,2017,320,4,Hatchback,Midsize,30,20,3916
Volvo,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,50450,Sedan,S90,2017,250,4,Luxury,Large,34,23,870
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,53800,Sedan,A6,2017,252,4,Luxury,Midsize,31,22,3105
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,39250,4dr SUV,X3,2017,240,4,Crossover,Midsize,28,21,3916
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,29450,Convertible,MX-5 Miata,2014,167,2,Performance,Compact,28,21,586
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,41750,4dr SUV,XC60,2015,240,4,Crossover,Midsize,25,18,870
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,19700,2dr Hatchback,500,2016,135,2,Hatchback,Compact,34,28,819
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,37320,Crew Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,17,12,2009
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,63000,4dr Hatchback,5 Series Gran Turismo,2015,300,4,Hatchback,Large,26,18,3916
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,40350,Sedan,3 Series,2016,240,4,Luxury,Midsize,34,22,3916
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,17700,2dr Hatchback,500,2015,101,2,Hatchback,Compact,40,31,819
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,41900,Sedan,S60,2016,240,4,Luxury,Midsize,37,25,870
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,27505,Convertible,MX-5 Miata,2015,158,2,Performance,Compact,28,21,586
Nissan,AUTOMATIC,regular unleaded,6,all wheel drive,31160,4dr SUV,Murano,2015,260,4,Crossover,Midsize,28,21,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,40300,Sedan,4 Series Gran Coupe,2015,240,4,Luxury,Midsize,34,23,3916
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,34150,Sedan,S60,2016,240,4,Luxury,Midsize,38,26,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,213200,Coupe,CL-Class,2013,621,2,Factory Tuner,Large,18,12,617
Mercedes-Benz,AUTOMATIC,diesel,4,all wheel drive,52500,4dr SUV,GLE-Class,2016,201,4,Crossover,Midsize,29,22,617
Nissan,AUTOMATIC,regular unleaded,4,all wheel drive,24390,4dr SUV,Rogue,2015,170,4,Crossover,Midsize,32,25,2009
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,32655,Convertible,MX-5 Miata,2015,158,2,Performance,Compact,28,21,586
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,31520,4dr SUV,Pathfinder,2016,260,4,Crossover,Large,26,19,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22170,Sedan,Sentra,2016,130,4,Generic,Midsize,38,29,2009
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,29170,Crew Cab Pickup,Frontier,2017,261,4,Generic,Compact,21,15,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,all wheel drive,29905,Sedan,200,2016,295,4,Flex Fuel,Midsize,29,18,1013
Nissan,AUTOMATIC,regular unleaded,6,all wheel drive,38730,4dr SUV,Murano,2017,260,4,Crossover,Midsize,28,21,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,40050,4dr SUV,XC60,2015,302,4,Crossover,Midsize,30,22,870
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,33000,4dr SUV,X1,2015,240,4,Crossover,Midsize,32,22,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,68700,4dr SUV,GLS-Class,2017,362,4,Crossover,Large,22,17,617
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,58950,Convertible,4 Series,2016,300,2,Luxury,Midsize,29,20,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,108900,Sedan,CLS-Class,2017,577,4,Factory Tuner,Midsize,22,16,617
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,32690,Sedan,Altima,2017,270,4,Performance,Midsize,32,22,2009
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,66300,Sedan,5 Series,2016,443,4,Luxury,Large,25,17,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17140,Sedan,Versa,2016,109,4,Generic,Compact,40,31,2009
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,38500,4dr SUV,Q3,2015,200,4,Crossover,Compact,28,20,3105
BMW,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,40950,Convertible,2 Series,2017,248,2,Luxury,Compact,33,23,3916
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,43950,4dr Hatchback,3 Series Gran Turismo,2017,248,4,Hatchback,Midsize,33,23,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21140,Passenger Minivan,5,2014,157,4,Generic,Compact,28,22,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,63900,Sedan,C-Class,2015,469,4,Factory Tuner,Midsize,25,18,617
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,44200,Sedan,S60,2016,325,4,Luxury,Midsize,27,18,870
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,89600,Sedan,6 Series Gran Coupe,2015,445,4,Luxury,Large,25,17,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,34850,4dr SUV,GLA-Class,2017,208,4,Crossover,Compact,31,23,617
Nissan,MANUAL,regular unleaded,4,front wheel drive,11990,Sedan,Versa,2016,109,4,Generic,Compact,36,27,2009
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,19995,4dr Hatchback,3,2015,155,4,Hatchback,Compact,40,30,586
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,96500,Convertible,6 Series,2017,445,2,Luxury,Midsize,24,17,3916
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,31500,Coupe,1 Series,2013,230,2,Luxury,Compact,28,19,3916
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,45550,4dr SUV,X4,2017,240,4,Crossover,Midsize,28,20,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,170750,Sedan,S-Class,2017,523,4,Luxury,Large,22,13,617
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,42050,Wagon,XC70,2016,250,4,Crossover,Midsize,26,19,870
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,288000,Coupe,458 Italia,2014,597,2,Exotic,Compact,17,13,2774
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,233509,Coupe,458 Italia,2014,562,2,Exotic,Compact,17,13,2774
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,36150,Wagon,V60,2016,240,4,Luxury,Midsize,29,25,870
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,40500,Sedan,S80,2015,240,4,Luxury,Midsize,38,26,870
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,49950,Sedan,4 Series Gran Coupe,2016,300,4,Luxury,Midsize,30,20,3916
Audi,AUTOMATIC,diesel,6,all wheel drive,72150,Sedan,A7,2015,240,4,Diesel,Large,38,24,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,41150,Convertible,A3,2015,220,2,Luxury,Compact,32,23,3105
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,41550,4dr SUV,XC60,2015,300,4,Crossover,Midsize,24,17,870
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,41610,4dr SUV,Pathfinder,2016,260,4,Crossover,Large,27,20,2009
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,27550,Convertible,MX-5 Miata,2014,167,2,Performance,Compact,28,21,586
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,37500,Sedan,3 Series,2015,240,4,Luxury,Midsize,35,23,3916
Nissan,MANUAL,regular unleaded,4,front wheel drive,14230,4dr Hatchback,Versa Note,2016,109,4,Hatchback,Compact,36,27,2009
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,46900,Sedan,A6,2015,220,4,Luxury,Midsize,29,20,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,46200,Sedan,A6,2016,252,4,Luxury,Midsize,35,24,3105
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,221580,Coupe,SLS AMG GT Final Edition,2015,583,2,Exotic,Compact,19,13,617
